A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2Condition;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Condition;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DCondition;DHR;DRMSSD;DSCL
PP13;1;N;20121010T093800000;15;10;0;0;3;1;9.991.807.039.978.580;68;37;31;0;18;0;8;1;0;0;N;15;10;0;0;3;1;9,99E+15;9992;68;37;31;0;18;0;8;1;0;1;N;0,942297;0,942191;0,016617;0,0185;0,02014;0,017596;0,000017;0,006342;-0,018232;1,47436;-8,948661;5,640998;0,2827;0,299578;0,168776;0,021097;0;0,122363;0,198312;0,628692;0,122363;0,025316;0;1,012658;0,101266;0;0,004219;0;0;0;0,097046;0;0,037975;0,07173;0,42616;0,649789;0,016878;0,485232;0;0;0,126582;1;0,942297286;0,942190622;0,016617455;0,018500166;0,020139586;0,017596158;0,0000173;0,006342159;-0,018232261;1,474360191;-8,948661415;5,64099799;0,282700422;0,299578059;0,168776371;0,021097046;0;0,122362869;0,198312236;0,628691983;0,122362869;0,025316456;0;1,012658228;0,101265823;0;0,004219409;0;0;0;0,097046414;0;0,037974684;0,071729958;0,426160338;0,64978903;0,016877637;0,485232068;0;0;0,126582278;1;N;0;0;196998497
PP12;3;T;20121009T173300000;10;6;0;0;0;2;5.392.718.087.861.040;148;85;63;0;35;0;23;2;0;0;T;10;6;0;0;0;2;5,39E+15;5393;148;85;63;0;35;0;23;2;0;3;T;0,942303;0,700329;0,001828;0,14828;0,068437;0,091296;0,001138;0,022963;-0,196102;-4,908879;-7,607147;-6,705008;0,656904;0,615063;0,589958;0,539749;0,108787;0,062762;0;0,627615;0,221757;0,008368;0,079498;0,054393;0,016736;0;0;0;0;0;0;0;0,004184;0;0;0;0;1,598326;0,041841;0;2,656904;3;0,942302845;0,700329172;0,001827693;0,148280493;0,068437193;0,091295597;0,001138195;0,022963483;-0,196101752;-4,908878762;-7,607146603;-6,705008095;0,656903766;0,615062762;0,589958159;0,539748954;0,108786611;0,062761506;0;0,627615063;0,221757322;0,008368201;0,079497908;0,054393305;0,016736402;0;0;0;0;0;0;0;0,0041841;0;0;0;0;1,59832636;0,041841004;0;2,656903766;3;T;0;0;788397181
PP24;1;R;20121105T132100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,942318436;0,948411357;0,014897293;0,004913489;0,047358233;0,005008334;0,0000112;0,000408;-0,032464858;-22,13341458;-5,279249571;-6,185417275;0;0;0;0,008333333;0;0;0;0,975;0,004166667;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0,029166667;0;0;0;0;1;0,942318436;0,948411357;0,014897293;0,004913489;0,047358233;0,005008334;0,0000112;0,000408;-0,032464858;-22,13341458;-5,279249571;-6,185417275;0;0;0;0,008333333;0;0;0;0,975;0,004166667;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0,029166667;0;0;0;0;1;R;0;0;308352362
PP12;3;T;20121009T173100000;8;4;0;0;0;2;4.857.747.873.450.540;116;80;36;0;11;0;23;2;0;0;T;8;4;0;0;0;2;4,86E+15;4858;116;80;36;0;11;0;23;2;0;3;T;0,94232;0,736403;0,003731;0,184433;0,00734;0,029847;0,00045;0,044285;-0,207856;-1,976089;-9,449911;-4,038828;0,361345;0,533613;0,105042;0,247899;0,172269;0;0;0,42437;0,352941;0,021008;0,260504;0,210084;0,004202;0;0;0,02521;0;0;0;0,008403;0,239496;0,155462;0,092437;0,029412;0;0,705882;0;0;1,890756;3;0,942320058;0,736402878;0,003731432;0,184433283;0,007340254;0,029846617;0,00045;0,044285317;-0,207856356;-1,976089286;-9,449910525;-4,038827898;0,361344538;0,533613445;0,105042017;0,24789916;0,172268908;0;0;0,424369748;0,352941176;0,021008403;0,260504202;0,210084034;0,004201681;0;0;0,025210084;0;0;0;0,008403361;0,239495798;0,155462185;0,092436975;0,029411765;0;0,705882353;0;0;1,890756303;3;T;0;0;778079289
PP10;2;I;20121008T150700000;20;12;2;0;2;2;10.880.421.202.789.000;0;0;0;0;0;0;0;13;3;2;I;20;12;2;0;2;2;1,09E+16;10880;0;0;0;0;0;0;0;13;3;2;I;0,942389;0,465535;0,009038;0,070159;0,003613;0,049186;0,006033;0,003357;-0,061262;-1,141216;-5,828297;-6,228439;0;0,170213;0,148936;0,089362;0,489362;0,051064;0,029787;0,72766;0,144681;0,029787;1,012766;0,33617;0,038298;0;0;0;0;0,07234;0;0;0;0;0;0,451064;0;0;0;0;0,276596;2;0,942389345;0,465535345;0,009037733;0,070159412;0,003613071;0,049186421;0,006032574;0,003356994;-0,061261831;-1,141216398;-5,828297291;-6,228439434;0;0,170212766;0,14893617;0,089361702;0,489361702;0,05106383;0,029787234;0,727659574;0,144680851;0,029787234;1,012765957;0,336170213;0,038297872;0;0;0;0;0,072340426;0;0;0;0;0;0,45106383;0;0;0;0;0,276595745;2;I;0;0;0
PP5;3;I;20120926T113000000;20;12;0;0;4;2;8.412.792.366.950.240;16;0;16;0;0;4;0;13;3;3;I;20;12;0;0;4;2;8,41E+15;8413;16;0;16;0;0;4;0;13;3;3;I;0,942389;0,847957;0,001414;0,013747;0,000395;0,031424;0,007165;0,000083;-0,012334;-9,320331;-5,657337;5,286647;0;0,012552;0,004184;0;0,539749;0;0,882845;0,953975;0,029289;0;3,188285;0,008368;0;1,004184;0;0;0;0;0;0;0,012552;0,008368;0,079498;0;0;0;0;0;0,004184;3;0,942388625;0,847956752;0,001413533;0,013747227;0,000395;0,031423852;0,007164908;0,0000832;-0,012333694;-9,320330724;-5,657337088;5,286646586;0;0,012552301;0,0041841;0;0,539748954;0;0,882845188;0,953974895;0,029288703;0;3,188284519;0,008368201;0;1,0041841;0;0;0;0;0;0;0,012552301;0,008368201;0,079497908;0;0;0;0;0;0,0041841;3;I;0;0;92938155
PP4;2;I;20120925T145500000;21;8;0;2;11;0;11.513.571.789.245.600;29;17;12;0;4;0;4;4;0;2;I;21;8;0;2;11;0;1,15E+16;11514;29;17;12;0;4;0;4;4;0;2;I;0,942426;0,959702;0,026108;0,012881;0,00613;0,006162;0,000005;0,004688;0,008655;-12,584785;-0,545179;-7,624169;0;0,078261;0,043478;0,013043;0,091304;0,004348;0,013043;0,93913;0;0;0,004348;0,756522;0,026087;0;0;0,178261;0,021739;0,16087;0;1,817391;0,143478;0,169565;0,021739;0,026087;0;0;0;0;0,165217;2;0,94242627;0,959702366;0,026108499;0,0128809;0,006129539;0,006162401;0,0000048;0,004687571;0,008655407;-12,58478484;-0,54517922;-7,624169346;0;0,07826087;0,043478261;0,013043478;0,091304348;0,004347826;0,013043478;0,939130435;0;0;0,004347826;0,756521739;0,026086957;0;0;0,17826087;0,02173913;0,160869565;0;1,817391304;0,143478261;0,169565217;0,02173913;0,026086957;0;0;0;0;0,165217391;2;I;0;0;0
PP5;2;T;20120926T104300000;17;8;0;0;7;1;12.188.941.967.698.300;87;51;36;2;15;2;7;6;5;2;T;17;8;0;0;7;1;1,22E+16;12189;87;51;36;2;15;2;7;6;5;2;T;0,942491;0,847561;0,002873;0,019523;0,000648;0,03306;0,0062;0,000118;-0,016649;-7,425137;-5,657911;5,463359;0;0,016667;0,008333;0;0,354167;0;0,9625;0,954167;0,0125;0;2,995833;0,029167;0;0,6375;0;0;0;0;0;0;0,104167;0,008333;0,083333;0,029167;0;0;0;0;0,066667;2;0,942490518;0,84756103;0,002873226;0,019522702;0,000648;0,033059873;0,006199772;0,000118;-0,016649476;-7,425136973;-5,657911471;5,463359483;0;0,016666667;0,008333333;0;0,354166667;0;0,9625;0,954166667;0,0125;0;2,995833333;0,029166667;0;0,6375;0;0;0;0;0;0;0,104166667;0,008333333;0,083333333;0,029166667;0;0;0;0;0,066666667;2;T;0;0;90640252
PP9;1;N;20121004T143900000;0;0;0;0;0;0;0;168;56;112;95;7;0;7;2;0;1;N;0;0;0;0;0;0;0;0;168;56;112;95;7;0;7;2;0;1;N;0,942516;0,921375;0,006449;0,012503;0,181905;0,002497;0,000042;0,00805;-0,182899;-14,039149;-3,617602;1,471485;0;0,004255;0;0,017021;0,817021;0;0,008511;0,93617;0,012766;0;0;0,004255;0;0,004255;0;0,012766;0;0;0;0,140426;0,421277;0,459574;0;0,212766;0,085106;0;0;0;0;1;0,942516494;0,921375143;0,006448576;0,012502877;0,181905428;0,002497422;0,0000425;0,008050096;-0,182899097;-14,03914943;-3,617601622;1,471484767;0;0,004255319;0;0,017021277;0,817021277;0;0,008510638;0,936170213;0,012765957;0;0;0,004255319;0;0,004255319;0;0,012765957;0;0;0;0,140425532;0,421276596;0,459574468;0;0,212765957;0,085106383;0;0;0;0;1;N;0;0;762734872
PP24;1;N;20121105T134800000;10;6;0;0;0;2;56.139.861.068.734;108;72;36;0;16;0;15;3;0;0;N;10;6;0;0;0;2;5,61E+13;56;108;72;36;0;16;0;15;3;0;1;N;0,942533036;0,930534789;0,004070042;0,009892312;0,083926086;0,04978869;0,0000292;0,000416;-0,082227606;-12,18096824;-6,976311603;-2,622955891;0,430962343;0,188284519;0,079497908;0,146443515;0;0,079497908;0;0,79916318;0,129707113;0,0041841;0;0;0;0;0;0;0;0;0;0,40167364;0;0;0;0;0;0,958158996;0;0;0,050209205;1;0,942533036;0,930534789;0,004070042;0,009892312;0,083926086;0,04978869;0,0000292;0,000416;-0,082227606;-12,18096824;-6,976311603;-2,622955891;0,430962343;0,188284519;0,079497908;0,146443515;0;0,079497908;0;0,79916318;0,129707113;0,0041841;0;0;0;0;0;0;0;0;0;0,40167364;0;0;0;0;0;0,958158996;0;0;0,050209205;1;N;0;0;272498393
PP23;1;N;20121101T142000000;17;6;0;0;5;3;8.124.890.774.714.980;60;41;19;0;7;0;9;2;1;0;N;17;6;0;0;5;3;8,12E+15;8125;60;41;19;0;7;0;9;2;1;1;N;0,942538;0,97015;0,011288;0,057737;0,002421;0,002945;0,00013;0,000626;-0,046449;-30,204818;-3,991657;-1,949843;0;0,097674;0,097674;0;0;0;0;0,986047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,330233;1;0,942538083;0,970149706;0,011288222;0,057736835;0,002420764;0,002945468;0,00013;0,000626;-0,046448613;-30,20481798;-3,991656716;-1,949843002;0;0,097674419;0,097674419;0;0;0;0;0,986046512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,330232558;1;N;0;0;0
PP24;1;N;20121105T135100000;15;6;0;0;4;2;9.019.429.187.756.050;172;115;57;0;23;0;24;4;0;0;N;15;6;0;0;4;2;9,02E+15;9019;172;115;57;0;23;0;24;4;0;1;N;0,942556782;0,941356465;0,00463286;0,011313603;0,075106869;0,050206588;0,0000322;0,000382;-0,07305784;-12,47916228;-8,683288042;-2,473131217;0,291666667;0,1;0,029166667;0,079166667;0;0,079166667;0;0,6;0,329166667;0,004166667;0;0;0,004166667;0;0,0125;0;0;0;0;0,604166667;0,004166667;0;0;0;0;0,741666667;0,004166667;0;0,0125;1;0,942556782;0,941356465;0,00463286;0,011313603;0,075106869;0,050206588;0,0000322;0,000382;-0,07305784;-12,47916228;-8,683288042;-2,473131217;0,291666667;0,1;0,029166667;0,079166667;0;0,079166667;0;0,6;0,329166667;0,004166667;0;0;0,004166667;0;0,0125;0;0;0;0;0,604166667;0,004166667;0;0;0;0;0,741666667;0,004166667;0;0,0125;1;N;0;0;272865034
PP24;3;I;20121105T153300000;23;16;0;0;1;3;12.081.306.010.675.500;54;25;29;0;7;2;6;9;2;0;I;23;16;0;0;1;3;1,21E+16;12081;54;25;29;0;7;2;6;9;2;3;I;0,942648035;0,884506314;0,005618127;0,007772262;0,054751992;0,109033985;0,0000573;0,000354;-0,05302288;-6,49505247;-6,802959996;-5,003376511;0,744680851;0,106382979;0,085106383;0,042553191;0,038297872;0,004255319;0,089361702;0,808510638;0,063829787;0,034042553;0,412765957;0;0;0;0;0;0;0;0;0,680851064;0,012765957;0;0;0,004255319;0,004255319;1,714893617;0,029787234;0;0,046808511;3;0,942648035;0,884506314;0,005618127;0,007772262;0,054751992;0,109033985;0,0000573;0,000354;-0,05302288;-6,49505247;-6,802959996;-5,003376511;0,744680851;0,106382979;0,085106383;0,042553191;0,038297872;0,004255319;0,089361702;0,808510638;0,063829787;0,034042553;0,412765957;0;0;0;0;0;0;0;0;0,680851064;0,012765957;0;0;0,004255319;0,004255319;1,714893617;0,029787234;0;0,046808511;3;I;0;0;155487631
PP15;2;T;20121015T103800000;0;0;0;0;0;0;0;380;264;116;0;40;0;61;0;0;0;T;0;0;0;0;0;0;0;0;380;264;116;0;40;0;61;0;0;2;T;0,942696;0,833993;0,001874;0,00087;0,000611;0,299053;0,007135;0,000372;0,000931;-4,295164;-8,540439;7,766757;0;0;0;0,0375;0;0;0;0,691667;0,304167;0;0;0;0;4,033333;0;0;0;0;0;0;0,020833;0;0;0,004167;0;0;0;0;0;2;0,942695702;0,833993152;0,001874189;0,00087;0,000611;0,29905349;0,007135059;0,000372;0,000931;-4,295164165;-8,540439346;7,766757476;0;0;0;0,0375;0;0;0;0,691666667;0,304166667;0;0;0;0;4,033333333;0;0;0;0;0;0;0,020833333;0;0;0,004166667;0;0;0;0;0;2;T;0;0;295741236
PP15;3;I;20121015T115500000;23;10;1;0;4;4;16.754.862.355.002.900;157;104;53;0;29;0;18;5;1;0;I;23;10;1;0;4;4;1,68E+16;16755;157;104;53;0;29;0;18;5;1;3;I;0,942715;0,807142;0,006035;0,001704;0,001195;0,295279;0,010566;0,000499;0,003728;0,848611;-2,941489;1,794037;0,016736;0;0,004184;0;0;0;0;0,995816;0;0;0;0;0;3,380753;0;0;0;0;0;0,046025;0;0,096234;0;0,020921;0;0,033473;0;0;0;3;0,942715093;0,807141818;0,006035496;0,001703916;0,001195435;0,295278626;0,010565998;0,000499;0,003728332;0,848610782;-2,941489261;1,794036653;0,016736402;0;0,0041841;0;0;0;0;0,9958159;0;0;0;0;0;3,380753138;0;0;0;0;0;0,046025105;0;0,09623431;0;0,020920502;0;0,033472803;0;0;0;3;I;0;0;305951438
PP13;1;N;20121010T095200000;0;0;0;0;0;0;0;247;185;62;0;20;0;39;0;0;0;N;0;0;0;0;0;0;0;0;247;185;62;0;20;0;39;0;0;1;N;0,942752;0,895744;0,021802;0,010799;0,021088;0,020328;0,00011;0,006723;-0,008347;-4,409149;-3,792554;-0,519032;0,767773;0,379147;0,28436;0,004739;0,009479;0;0,218009;0,601896;0,042654;0,14218;0,014218;0,232227;0,018957;0;0,033175;0,232227;0,004739;0,042654;0;0,023697;0,014218;0,189573;0,293839;0,009479;0;2,132701;0,004739;0;0,369668;1;0,942752284;0,895743907;0,021801769;0,010799101;0,021087874;0,020327542;0,00011;0,006722953;-0,008346515;-4,409149422;-3,792554042;-0,519031984;0,767772512;0,379146919;0,28436019;0,004739336;0,009478673;0;0,218009479;0,601895735;0,042654028;0,142180095;0,014218009;0,232227488;0,018957346;0;0,033175355;0,232227488;0,004739336;0,042654028;0;0,023696682;0,014218009;0,18957346;0,293838863;0,009478673;0;2,132701422;0,004739336;0;0,369668246;1;N;0;0;121086624
PP15;2;T;20121015T104900000;32;8;0;0;20;2;22.845.345.190.926.600;126;66;60;0;30;0;17;3;1;0;T;32;8;0;0;20;2;2,28E+16;22845;126;66;60;0;30;0;17;3;1;2;T;0,942862;0,787532;0,00493;0,000944;0,000707;0,372463;0,00984;0,000316;0,003834;0,351901;-5,333919;1,121525;0;0;0;0;0;0;0;0,966667;0,029167;0;0;0;0;3,941667;0;0;0;0;0;0,108333;0;0,004167;0;0,204167;0,008333;0;0;0;0;2;0,942862403;0,787531582;0,00493048;0,000944;0,000707;0,372462561;0,009839761;0,000316;0,003834141;0,351900891;-5,333919104;1,121525351;0;0;0;0;0;0;0;0,966666667;0,029166667;0;0;0;0;3,941666667;0;0;0;0;0;0,108333333;0;0,004166667;0;0,204166667;0,008333333;0;0;0;0;2;T;0;0;363790674
PP24;1;N;20121105T135000000;20;8;0;0;4;4;12.866.605.653.658.300;109;80;29;0;3;0;21;2;0;0;N;20;8;0;0;4;4;1,29E+16;12867;109;80;29;0;3;0;21;2;0;1;N;0,942863412;0,936032218;0,002058531;0,005838318;0,093131994;0,059246592;0,0000291;0,000645;-0,091282468;-11,65850994;-7,206035833;-2,728704142;0,6;0,0875;0,054166667;0,129166667;0;0,1125;0;0,829166667;0,083333333;0,008333333;0;0;0;0;0;0;0;0;0;0,229166667;0;0;0;0;0;1,354166667;0,025;0;0,020833333;1;0,942863412;0,936032218;0,002058531;0,005838318;0,093131994;0,059246592;0,0000291;0,000645;-0,091282468;-11,65850994;-7,206035833;-2,728704142;0,6;0,0875;0,054166667;0,129166667;0;0,1125;0;0,829166667;0,083333333;0,008333333;0;0;0;0;0;0;0;0;0;0,229166667;0;0;0;0;0;1,354166667;0,025;0;0,020833333;1;N;0;0;269359967
PP9;3;I;20121004T163300000;27;13;0;1;1;6;1.326.585.420.109.250;74;35;39;14;3;2;5;10;4;3;I;27;13;0;1;1;6;1,33E+15;1327;74;35;39;14;3;2;5;10;4;3;I;0,942892;0,928328;0,01657;0,003709;0,106089;0,003516;0,000017;0,006537;-0,089764;-13,016142;-4,889081;3,666435;0;0,057522;0,013274;0;0,685841;0;0,070796;0,831858;0,097345;0,013274;0,004425;0,623894;0;0;0;0;0;0;0;0,920354;0,09292;0,672566;0,084071;0,761062;0,146018;0;0;0;0;3;0,942892441;0,928327522;0,016570423;0,003709337;0,106089241;0,003516213;0,0000174;0,006536923;-0,089764316;-13,01614225;-4,889080685;3,666435307;0;0,057522124;0,013274336;0;0,685840708;0;0,07079646;0,831858407;0,097345133;0,013274336;0,004424779;0,623893805;0;0;0;0;0;0;0;0,920353982;0,092920354;0,672566372;0,084070796;0,761061947;0,146017699;0;0;0;0;3;I;0;0;670909582
PP24;3;R;20121105T152500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;R;0,942915952;0,911393695;0,020412973;0,009972224;0,042925495;0,006846949;0,00000953;0,000264;-0,022678448;-22,41110708;-11,69654291;10,62617463;0;0;0;0,059322034;0;0,440677966;0;0,5;0,474576271;0;0;0;0;0;0;0,004237288;0;0;0;0;0;0,046610169;0;0;0;0;0;0;0;3;0,942915952;0,911393695;0,020412973;0,009972224;0,042925495;0,006846949;0,00000953;0,000264;-0,022678448;-22,41110708;-11,69654291;10,62617463;0;0;0;0,059322034;0;0,440677966;0;0,5;0,474576271;0;0;0;0;0;0;0,004237288;0;0;0;0;0;0,046610169;0;0;0;0;0;0;0;3;R;0;0;162171828
PP20;1;R;20121029T131200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;R;0,942927;0,983704;0,007215;0,000185;0,027824;0,00275;0,001426;0,000107;-0,020608;-22,959263;-7,625063;9,964596;0;0;0;0;0;0;0;0,216667;0,766667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,216667;0;0;0;0;0;1;0,942926568;0,983704475;0,007215201;0,000185;0,02782352;0,002749723;0,001425686;0,000107;-0,020608319;-22,959263;-7,625062596;9,964596108;0;0;0;0;0;0;0;0,216666667;0,766666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,216666667;0;0;0;0;0;1;R;0;0;239071102
PP5;3;R;20120926T112200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;R;0,942954;0,95652;0,006124;0,03261;0,001526;0,004147;0,001329;0,00008;-0,026486;-17,797627;-7,765284;7,326591;0;0,004167;0;0;0,9375;0;0,995833;0,866667;0,125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025;0;0;0;0;0;3;0,942953619;0,956519715;0,006123548;0,032609902;0,001525673;0,004147179;0,001329285;0,0000803;-0,026486354;-17,79762654;-7,765283954;7,326590923;0;0,004166667;0;0;0,9375;0;0,995833333;0,866666667;0,125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025;0;0;0;0;0;3;R;0;0;92493674
PP9;1;N;20121004T144800000;13;4;0;0;9;0;34.864.049.354.791.600;59;33;26;8;3;0;4;9;1;1;N;13;4;0;0;9;0;3,49E+16;34864;59;33;26;8;3;0;4;9;1;1;N;0,943004;0,888183;0,0041;0,020753;0,143046;0,004188;0,000123;0,018312;-0,154417;-12,873391;-2,236286;2,533702;0,047009;0,068376;0,098291;0;0,803419;0,017094;0;0,871795;0,025641;0,008547;0;0,076923;0;0;0,008547;0,025641;0,008547;0,059829;0,004274;0,128205;0,461538;1,025641;0;0,350427;0,012821;0,081197;0,008547;0;0,017094;1;0,943003861;0,888182624;0,004099728;0,020753459;0,143045705;0,004187549;0,000123;0,018312376;-0,154416921;-12,87339119;-2,236286311;2,533701953;0,047008547;0,068376068;0,098290598;0;0,803418803;0,017094017;0;0,871794872;0,025641026;0,008547009;0;0,076923077;0;0;0,008547009;0,025641026;0,008547009;0,05982906;0,004273504;0,128205128;0,461538462;1,025641026;0;0,35042735;0,012820513;0,081196581;0,008547009;0;0,017094017;1;N;0;0;0
PP24;3;I;20121105T155500000;7;7;0;0;0;0;4.155.013.220.768.710;142;90;52;0;28;0;19;4;0;0;I;7;7;0;0;0;0;4,16E+15;4155;142;90;52;0;28;0;19;4;0;3;I;0,943017503;0,907384486;0,01207344;0,001737909;0,039058774;0,104617746;0,00002;0,000434;-0,026985334;-12,19519312;-7,035711305;-5,037130599;0,395721925;0;0;0,005347594;0;0,042780749;0;0,930481283;0,010695187;0;0;0,016042781;0;0,021390374;0;0;0;0;0;0,203208556;0;0;0;0,005347594;0;0,700534759;0,010695187;0,032085561;0;3;0,943017503;0,907384486;0,01207344;0,001737909;0,039058774;0,104617746;0,00002;0,000434;-0,026985334;-12,19519312;-7,035711305;-5,037130599;0,395721925;0;0;0,005347594;0;0,042780749;0;0,930481283;0,010695187;0;0;0,016042781;0;0,021390374;0;0;0;0;0;0,203208556;0;0;0;0,005347594;0;0,700534759;0,010695187;0,032085561;0;3;I;0;0;0
PP9;2;T;20121004T154000000;27;17;2;0;0;4;19.098.614.443.565.800;83;59;24;2;7;1;4;3;4;2;T;27;17;2;0;0;4;1,91E+16;19099;83;59;24;2;7;1;4;3;4;2;T;0,943018;0,936994;0,008598;0,008123;0,058339;0,005406;0,000087;0,010813;-0,057028;-11,106763;-3,411032;2,290142;0,033755;0,037975;0,012658;0,029536;0,839662;0,012658;0,063291;0,898734;0,029536;0,012658;0;0,109705;0,008439;0;0;0,004219;0;0,067511;0,012658;0,147679;0,957806;0,177215;0,008439;0,122363;0;0,080169;0;0;0,008439;2;0,943017922;0,936993884;0,008597667;0,008122615;0,05833872;0,005406322;0,0000867;0,010813265;-0,057028484;-11,10676308;-3,411031688;2,290141833;0,033755274;0,037974684;0,012658228;0,029535865;0,839662447;0,012658228;0,063291139;0,898734177;0,029535865;0,012658228;0;0,109704641;0,008438819;0;0;0,004219409;0;0,067510549;0,012658228;0,147679325;0,957805907;0,17721519;0,008438819;0,122362869;0;0,080168776;0;0;0,008438819;2;T;0;0;655530926
PP15;2;T;20121015T104200000;17;7;0;0;4;3;12.407.726.838.116.100;161;120;41;0;11;2;19;2;6;0;T;17;7;0;0;4;3;1,24E+16;12408;161;120;41;0;11;2;19;2;6;2;T;0,94303;0,721324;0,004519;0,001418;0,000546;0,36871;0,010094;0,000407;0,002984;0,625327;-4,078132;1,467616;0;0;0;0;0;0;0,004184;0,958159;0,020921;0,016736;0,016736;0;0;3,857741;0;0;0;0;0;0;0;0,012552;0;0;0;0;0;0;0;2;0,943029904;0,721323845;0,004518534;0,001417533;0,000546;0,368709756;0,010094196;0,000407;0,002983907;0,625326641;-4,078131912;1,467616114;0;0;0;0;0;0;0,0041841;0,958158996;0,020920502;0,016736402;0,016736402;0;0;3,857740586;0;0;0;0;0;0;0;0,012552301;0;0;0;0;0;0;0;2;T;0;0;29000098
PP24;3;I;20121105T153100000;34;18;1;0;11;2;17.715.218.134.435.000;34;28;6;0;0;0;3;0;10;0;I;34;18;1;0;11;2;1,77E+16;17715;34;28;6;0;0;0;3;0;10;3;I;0,943034286;0,91786239;0,005617478;0,004942012;0,042142639;0,098702265;0,0000881;0,000277;-0,036670537;-13,03870293;-7,474274604;-3,884120296;0,379166667;0,079166667;0,0625;0,083333333;0,054166667;0,004166667;0;0,841666667;0,125;0,008333333;0,029166667;0,004166667;0;0,029166667;0;0;0;0;0;0,254166667;0;0;0;0;0;0,979166667;0,1375;0;0;3;0,943034286;0,91786239;0,005617478;0,004942012;0,042142639;0,098702265;0,0000881;0,000277;-0,036670537;-13,03870293;-7,474274604;-3,884120296;0,379166667;0,079166667;0,0625;0,083333333;0,054166667;0,004166667;0;0,841666667;0,125;0,008333333;0,029166667;0,004166667;0;0,029166667;0;0;0;0;0;0,254166667;0;0;0;0;0;0,979166667;0,1375;0;0;3;I;0;0;156041676
