A1PP;A1Blok;A1Condition;A1timestamp;A1SnMouseAct;A1SnLeftClicked;A1SnRightClicked;A1SnDoubleClicked;A1SnWheel;A1SnDragged;A1SnMouseDistance;A1SnKeyStrokes;A1SnChars;A1SnSpecialKeys;A1SnDirectionKeys;A1SnErrorKeys;A1SnShortcutKeys;A1SnSpaces;A1SnAppChange;A1SnTabfocusChange;A2Blok;A2SnMouseAct;A2SnLeftClicked;A2SnRightClicked;A2SnDoubleClicked;A2SnWheel;A2SnDragged;A2SnMouseDistance;A2SnKeyStrokes;A2SnChars;A2SnSpecialKeys;A2SnDirectionKeys;A2SnErrorKeys;A2SnShortcutKeys;A2SnSpaces;A2SnAppChange;A2SnTabfocusChange;B1Blok;B1Squality;B1Sneutral;B1Shappy;B1Ssad;B1Sangry;B1Ssurprised;B1Sscared;B1Sdisgusted;B1Svalence;B1SyHeadOrientation;B1SxHeadOrientation;B1SzHeadOrientation;B1SmouthOpen;B1SleftEyeClosed;B1SrightEyeClosed;B1SleftEyebrowLowered;B1SleftEyebrowRaised;B1SrightEyebrowLowered;B1SrightEyebrowRaised;B1SgazeDirectionForward;B1SgazeDirectionLeft;B1SgazeDirectionRight;B1SAu01_InnerBrowRaiser;B1SAu02_OuterBrowRaiser;B1SAu04_BrowLowerer;B1SAu05_UpperLidRaiser;B1SAu06_CheekRaiser;B1SAu07_LidTightener;B1SAu09_NoseWrinkler;B1SAu10_UpperLipRaiser;B1SAu12_LipCornerPuller;B1SAu14_Dimpler;B1SAu15_LipCornerDepressor;B1SAu17_ChinRaiser;B1SAu20_LipStretcher;B1SAu23_LipTightener;B1SAu24_LipPressor;B1SAu25_LipsPart;B1SAu26_JawDrop;B1SAu27_MouthStretch;B1SAu43_EyesClosed;B2C;B2Squality;B2Sneutral;B2Shappy;B2Ssad;B2Sangry;B2Ssurprised;B2Sscared;B2Sdisgusted;B2Svalence;B2SyHeadOrientation;B2SxHeadOrientation;B2SzHeadOrientation;B2SmouthOpen;B2SleftEyeClosed;B2SrightEyeClosed;B2SleftEyebrowLowered;B2SleftEyebrowRaised;B2SrightEyebrowLowered;B2SrightEyebrowRaised;B2SgazeDirectionForward;B2SgazeDirectionLeft;B2SgazeDirectionRight;B2SAu01_InnerBrowRaiser;B2SAu02_OuterBrowRaiser;B2SAu04_BrowLowerer;B2SAu05_UpperLidRaiser;B2SAu06_CheekRaiser;B2SAu07_LidTightener;B2SAu09_NoseWrinkler;B2SAu10_UpperLipRaiser;B2SAu12_LipCornerPuller;B2SAu14_Dimpler;B2SAu15_LipCornerDepressor;B2SAu17_ChinRaiser;B2SAu20_LipStretcher;B2SAu23_LipTightener;B2SAu24_LipPressor;B2SAu25_LipsPart;B2SAu26_JawDrop;B2SAu27_MouthStretch;B2SAu43_EyesClosed;DC;DHR;DRMSSD;DSCL
PP23;1;R;20121101T133800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,93297;0,77397;0,03343;0,12175;0,00696;0,00138;0,00090;0,00028;-0,08832;-16,39438;0,48074;-1,18686;0,00000;0,00470;0,01878;0,00000;0,00000;0,00000;0,05634;0,63380;0,02347;0,31455;0,00000;0,15493;0,00000;0,00000;0,00000;0,00000;0,07512;0,00000;0,00000;0,06103;0,00000;0,94836;0,01409;0,02347;0,18779;0,00000;0,00000;0,00470;0,01409;1;0,93297;0,77397;0,03343;0,12175;0,00696;0,00138;0,00090;0,00028;-0,08832;-16,39438;0,48074;-1,18686;0,00000;0,00469;0,01878;0,00000;0,00000;0,00000;0,05634;0,63380;0,02347;0,31455;0,00000;0,15493;0,00000;0,00000;0,00000;0,00000;0,07512;0,00000;0,00000;0,06103;0,00000;0,94836;0,01408;0,02347;0,18779;0,00000;0,00000;0,00469;0,01408;1;0;0;147250363
PP20;3;I;20121029T152900000;15;4;0;0;11;0;1,25E+16;81;62;19;0;2;0;14;3;2;0;15;4;0;0;11;0;1,25E+16;81;62;19;0;2;0;14;3;2;3;0,93304;0,68232;0,04817;0,00886;0,01582;0,13040;0,00910;0,00338;0,02403;-6,70280;-5,38064;-0,94237;0,71616;0,27948;0,21397;0,01310;0,89520;0,08297;0,00000;0,55459;0,20961;0,05677;0,00000;0,00000;0,21834;0,00000;0,00000;0,00000;0,00000;0,00000;0,00873;0,02620;0,00000;0,00000;0,32314;0,00000;0,00000;2,41921;0,48035;0,00000;0,96507;3;0,93303;0,68232;0,04817;0,00886;0,01582;0,13040;0,00910;0,00338;0,02403;-6,70280;-5,38064;-0,94237;0,71616;0,27948;0,21397;0,01310;0,89520;0,08297;0,00000;0,55459;0,20961;0,05677;0,00000;0,00000;0,21834;0,00000;0,00000;0,00000;0,00000;0,00000;0,00873;0,02620;0,00000;0,00000;0,32314;0,00000;0,00000;2,41921;0,48035;0,00000;0,96507;3;0;0;151487701
PP13;1;N;20121010T095800000;11;5;1;1;2;1;1,04E+16;215;149;66;0;29;0;32;2;1;0;11;5;1;1;2;1;1,04E+16;215;149;66;0;29;0;32;2;1;1;0,93319;0,93833;0,03199;0,00634;0,02466;0,01418;0,00030;0,00687;0,00108;-6,06981;-2,67463;-0,11208;0,59912;0,46696;0,36123;0,00000;0,00000;0,00000;0,14537;0,59031;0,07049;0,10573;0,00000;0,03084;0,00000;0,00000;0,01762;0,01762;0,00000;0,00441;0,00000;0,01322;0,01322;0,00000;0,07489;0,00000;0,00000;1,37004;0,14978;0,00000;0,17181;1;0,93319;0,93833;0,03199;0,00634;0,02466;0,01418;0,00030;0,00687;0,00108;-6,06981;-2,67463;-0,11208;0,59912;0,46696;0,36123;0,00000;0,00000;0,00000;0,14537;0,59031;0,07048;0,10573;0,00000;0,03084;0,00000;0,00000;0,01762;0,01762;0,00000;0,00441;0,00000;0,01322;0,01322;0,00000;0,07489;0,00000;0,00000;1,37004;0,14978;0,00000;0,17181;1;0;0;167663898
PP20;1;N;20121029T132800000;11;7;0;0;0;2;7,90E+15;104;58;46;0;22;0;14;3;4;0;11;7;0;0;0;2;7,90E+15;104;58;46;0;22;0;14;3;4;1;0,93322;0,85489;0,00806;0,03067;0,00683;0,00551;0,01616;0,00204;-0,02810;-8,86672;-6,78547;2,23148;0,08936;0,15319;0,11915;0,01277;0,58298;0,00000;0,22553;0,70638;0,16170;0,04255;0,16170;0,00000;0,01277;0,00000;0,00000;0,00000;0,01702;0,02553;0,00000;0,05957;0,00000;0,00000;0,00000;0,65957;0,00000;0,16596;0,00000;0,00000;0,41277;1;0,93322;0,85489;0,00805;0,03067;0,00683;0,00551;0,01616;0,00204;-0,02810;-8,86672;-6,78547;2,23148;0,08936;0,15319;0,11915;0,01277;0,58298;0,00000;0,22553;0,70638;0,16170;0,04255;0,16170;0,00000;0,01277;0,00000;0,00000;0,00000;0,01702;0,02553;0,00000;0,05957;0,00000;0,00000;0,00000;0,65957;0,00000;0,16596;0,00000;0,00000;0,41277;1;0;0;262094563
PP12;2;I;20121009T170200000;46;31;1;1;3;5;2,53E+16;7;0;7;0;0;4;1;15;11;0;46;31;1;1;3;5;2,53E+16;7;0;7;0;0;4;1;15;11;2;0,93324;0,56886;0,00187;0,03991;0,00313;0,08319;0,02594;0,01103;-0,03891;-4,73383;-8,32216;-3,48421;0,28378;0,03153;0,02703;0,01351;0,54955;0,00000;0,00000;0,93694;0,02703;0,00901;1,18469;0,77478;0,00000;0,54955;0,00000;0,00000;0,00000;0,00000;0,00000;0,03604;0,32883;0,39640;0,24775;0,07658;0,00000;0,47297;0,00000;0,00000;0,06757;2;0,93324;0,56886;0,00187;0,03991;0,00313;0,08319;0,02594;0,01103;-0,03891;-4,73383;-8,32215;-3,48421;0,28378;0,03153;0,02703;0,01351;0,54955;0,00000;0,00000;0,93694;0,02703;0,00901;1,18468;0,77477;0,00000;0,54955;0,00000;0,00000;0,00000;0,00000;0,00000;0,03604;0,32883;0,39640;0,24775;0,07658;0,00000;0,47297;0,00000;0,00000;0,06757;2;0;0;688088486
PP5;2;T;20120926T110300000;26;20;0;2;4;0;1,24E+16;2;0;2;0;0;0;0;5;4;2;26;20;0;2;4;0;1,24E+16;2;0;2;0;0;0;0;5;4;2;0,93331;0,81981;0,00903;0,02110;0,00077;0,05967;0,00268;0,00022;-0,01207;-10,30474;-4,79328;5,75686;0,00000;0,00000;0,00000;0,00000;0,71967;0,00000;0,95816;0,97908;0,01255;0,00000;2,43933;0,25941;0,00000;0,75314;0,00000;0,00000;0,00000;0,00000;0,00000;0,14644;0,00837;0,63598;0,02092;0,17992;0,53557;0,00000;0,00000;0,00000;0,00000;2;0,93331;0,81981;0,00903;0,02110;0,00077;0,05967;0,00268;0,00022;-0,01207;-10,30474;-4,79328;5,75686;0,00000;0,00000;0,00000;0,00000;0,71967;0,00000;0,95816;0,97908;0,01255;0,00000;2,43933;0,25941;0,00000;0,75314;0,00000;0,00000;0,00000;0,00000;0,00000;0,14644;0,00837;0,63598;0,02092;0,17992;0,53556;0,00000;0,00000;0,00000;0,00000;2;0;0;0
PP23;1;N;20121101T135400000;0;0;0;0;0;0;0;72;23;49;11;19;0;11;0;0;0;0;0;0;0;0;0;0;72;23;49;11;19;0;11;0;0;1;0,93331;0,91225;0,03105;0,03140;0,00470;0,00482;0,00024;0,00101;-0,00068;-23,59181;-3,65526;0,27584;0,03302;0,16981;0,16038;0,03302;0,00000;0,01887;0,00000;0,83491;0,01887;0,04245;0,00000;0,00000;0,00000;0,00000;0,00000;0,03302;0,05189;0,00000;0,00000;0,00000;0,00000;0,00943;0,00000;0,01415;0,00000;0,08962;0,00000;0,16509;0,57547;1;0,93331;0,91225;0,03105;0,03140;0,00470;0,00482;0,00024;0,00101;-0,00068;-23,59181;-3,65526;0,27584;0,03302;0,16981;0,16038;0,03302;0,00000;0,01887;0,00000;0,83491;0,01887;0,04245;0,00000;0,00000;0,00000;0,00000;0,00000;0,03302;0,05189;0,00000;0,00000;0,00000;0,00000;0,00943;0,00000;0,01415;0,00000;0,08962;0,00000;0,16509;0,57547;1;0;0;0
PP20;3;I;20121029T154100000;11;11;0;0;0;0;6,76E+14;102;78;24;0;3;0;16;5;1;0;11;11;0;0;0;0;6,76E+14;102;78;24;0;3;0;16;5;1;3;0,93336;0,84276;0,00629;0,02355;0,01940;0,09983;0,00822;0,00551;-0,03347;-7,54160;-3,79710;-2,38486;0,52743;0,24051;0,18144;0,10127;0,10127;0,06329;0,00000;0,73418;0,04641;0,02532;0,00000;0,00000;0,55696;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,08861;0,00000;0,00422;1,82700;0,70464;0,00000;1,01266;3;0,93336;0,84276;0,00629;0,02355;0,01939;0,09983;0,00822;0,00551;-0,03347;-7,54160;-3,79710;-2,38486;0,52743;0,24051;0,18143;0,10127;0,10127;0,06329;0,00000;0,73418;0,04641;0,02532;0,00000;0,00000;0,55696;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,08861;0,00000;0,00422;1,82700;0,70464;0,00000;1,01266;3;0;0;164323616
PP11;2;T;20121009T104800000;15;9;0;0;3;1;1,10E+16;47;32;15;1;7;0;4;3;0;2;15;9;0;0;3;1;1,10E+16;47;32;15;1;7;0;4;3;0;2;0,93349;0,62914;0,00593;0,02493;0,00125;0,13324;0,00200;0,00524;-0,02154;-0,76282;-3,07137;-6,35213;0,32026;0,05882;0,00000;0,06536;0,43791;0,18301;0,13072;0,52941;0,30719;0,04575;0,29412;0,06536;0,67320;1,36601;0,03268;0,01961;0,00654;0,00000;0,00000;0,00000;1,19608;1,23529;0,01961;0,00000;0,00000;0,83007;0,03922;0,00000;0,00000;2;0,93349;0,62914;0,00593;0,02493;0,00125;0,13324;0,00200;0,00524;-0,02154;-0,76282;-3,07137;-6,35213;0,32026;0,05882;0,00000;0,06536;0,43791;0,18301;0,13072;0,52941;0,30719;0,04575;0,29412;0,06536;0,67320;1,36601;0,03268;0,01961;0,00654;0,00000;0,00000;0,00000;1,19608;1,23529;0,01961;0,00000;0,00000;0,83007;0,03922;0,00000;0,00000;2;0;0;0
PP4;2;R;20120925T142300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,93351;0,90475;0,14898;0,00148;0,00920;0,00562;0,00000;0,00745;0,13411;-10,44910;-6,37306;-12,05036;0,00418;0,00000;0,00000;0,00000;0,07950;0,00000;0,00000;0,97490;0,00000;0,00000;0,12552;2,72803;0,00000;0,00000;0,16736;0,12134;0,00000;0,34728;0,00000;2,66109;0,17573;0,09205;0,00000;0,00000;0,00418;0,00418;0,00000;0,00000;0,00000;2;0,93351;0,90475;0,14898;0,00148;0,00920;0,00562;0,00000;0,00745;0,13411;-10,44910;-6,37306;-12,05036;0,00418;0,00000;0,00000;0,00000;0,07950;0,00000;0,00000;0,97490;0,00000;0,00000;0,12552;2,72803;0,00000;0,00000;0,16736;0,12134;0,00000;0,34728;0,00000;2,66109;0,17573;0,09205;0,00000;0,00000;0,00418;0,00418;0,00000;0,00000;0,00000;2;0;0;984896474
PP20;1;N;20121029T134100000;22;16;0;0;0;3;1,60E+16;20;0;20;1;7;0;0;5;4;0;22;16;0;0;0;3;1,60E+16;20;0;20;1;7;0;0;5;4;1;0,93360;0,93634;0,00641;0,00973;0,00849;0,01121;0,00217;0,00018;-0,00685;-12,20671;-9,20918;3,97943;0,30000;0,12083;0,07083;0,00417;0,12083;0,00000;0,00000;0,83750;0,08750;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,04167;0,13750;0,00000;0,00000;0,07917;0,02083;0,50000;0,00000;0,00000;0,37500;1;0,93360;0,93634;0,00641;0,00973;0,00849;0,01121;0,00217;0,00018;-0,00685;-12,20670;-9,20918;3,97943;0,30000;0,12083;0,07083;0,00417;0,12083;0,00000;0,00000;0,83750;0,08750;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,04167;0,13750;0,00000;0,00000;0,07917;0,02083;0,50000;0,00000;0,00000;0,37500;1;0;0;0
PP10;3;T;20121008T160200000;6;0;0;0;6;0;2,69E+15;109;54;55;0;36;0;15;3;0;3;6;0;0;0;6;0;2,69E+15;109;54;55;0;36;0;15;3;0;3;0,93363;0,39569;0,13898;0,04355;0,00227;0,03370;0,00304;0,00013;0,09543;7,61462;-8,66277;-6,28076;0,00000;0,00000;0,00000;0,00000;0,11161;0,00000;0,00000;0,61161;0,38393;0,00000;0,03125;0,69196;0,00000;0,00000;0,00000;0,00893;0,00000;0,00000;0,00000;1,14286;0,14286;0,00000;0,00000;0,38393;0,00000;0,00000;0,00000;0,00000;0,00000;3;0,93363;0,39569;0,13898;0,04355;0,00227;0,03370;0,00304;0,00013;0,09543;7,61462;-8,66277;-6,28076;0,00000;0,00000;0,00000;0,00000;0,11161;0,00000;0,00000;0,61161;0,38393;0,00000;0,03125;0,69196;0,00000;0,00000;0,00000;0,00893;0,00000;0,00000;0,00000;1,14286;0,14286;0,00000;0,00000;0,38393;0,00000;0,00000;0,00000;0,00000;0,00000;3;0;0;113581275
PP23;2;I;20121101T151100000;21;6;0;0;13;1;1,31E+16;8;4;4;0;0;2;0;2;3;0;21;6;0;0;13;1;1,31E+16;8;4;4;0;0;2;0;2;3;2;0,93370;0,87999;0,06474;0,03911;0,00426;0,00294;0,00116;0,00099;0,02285;-17,64249;-4,19473;-1,43365;0,01770;0,02655;0,01327;0,00000;0,00443;0,00000;0,00000;0,93363;0,02212;0,00000;0,00000;0,00000;0,00000;0,00885;0,00000;0,00443;0,00000;0,07965;0,00000;0,00000;0,00000;0,04867;0,00000;0,04867;0,00000;0,01770;0,00000;0,00885;0,06195;2;0,93370;0,87999;0,06474;0,03911;0,00426;0,00294;0,00116;0,00099;0,02285;-17,64249;-4,19473;-1,43365;0,01770;0,02655;0,01327;0,00000;0,00442;0,00000;0,00000;0,93363;0,02212;0,00000;0,00000;0,00000;0,00000;0,00885;0,00000;0,00442;0,00000;0,07965;0,00000;0,00000;0,00000;0,04867;0,00000;0,04867;0,00000;0,01770;0,00000;0,00885;0,06195;2;0;0;0
PP10;2;I;20121008T144700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0,93372;0,40659;0,01963;0,05534;0,01945;0,11076;0,02026;0,00420;-0,04378;7,77614;-5,82709;-6,78511;0,21008;0,12185;0,17647;0,03782;0,09664;0,08403;0,00000;0,74790;0,10924;0,02521;0,15966;0,62605;0,11765;0,07983;0,00000;0,05042;0,01681;0,00420;0,06723;0,02521;0,03361;0,00420;0,00840;0,16387;0,00000;0,47899;0,00420;0,00000;0,10084;2;0,93372;0,40659;0,01963;0,05534;0,01945;0,11076;0,02026;0,00420;-0,04378;7,77614;-5,82709;-6,78511;0,21008;0,12185;0,17647;0,03782;0,09664;0,08403;0,00000;0,74790;0,10924;0,02521;0,15966;0,62605;0,11765;0,07983;0,00000;0,05042;0,01681;0,00420;0,06723;0,02521;0,03361;0,00420;0,00840;0,16387;0,00000;0,47899;0,00420;0,00000;0,10084;2;0;0;108620661
PP4;3;T;20120925T154200000;20;10;1;0;3;3;1,17E+16;4;3;1;0;0;0;0;5;4;3;20;10;1;0;3;3;1,17E+16;4;3;1;0;0;0;0;5;4;3;0,93373;0,95740;0,01258;0,00800;0,00468;0,01077;0,00013;0,00493;0,00295;-7,34803;-4,09344;-14,00573;0,00000;0,05462;0,02941;0,00000;0,21008;0,00000;0,00000;0,93277;0,05042;0,00000;0,23950;3,29412;0,00000;0,00000;0,00000;0,05462;0,00000;0,01681;0,00000;1,67647;0,62185;0,05462;0,09244;0,00000;0,00000;0,00000;0,00000;0,00000;0,06723;3;0,93373;0,95740;0,01258;0,00800;0,00468;0,01077;0,00013;0,00493;0,00295;-7,34803;-4,09344;-14,00573;0,00000;0,05462;0,02941;0,00000;0,21008;0,00000;0,00000;0,93277;0,05042;0,00000;0,23950;3,29412;0,00000;0,00000;0,00000;0,05462;0,00000;0,01681;0,00000;1,67647;0,62185;0,05462;0,09244;0,00000;0,00000;0,00000;0,00000;0,00000;0,06723;3;0;0;209318366
PP11;1;N;20121009T095700000;14;4;0;0;8;1;7,31E+15;178;127;51;0;20;0;25;1;0;1;14;4;0;0;8;1;7,31E+15;178;127;51;0;20;0;25;1;0;1;0,93399;0,30553;0,00101;0,00181;0,00021;0,61315;0,00145;0,00117;-0,00137;-6,63434;-3,05585;-6,86004;0,29851;0,00000;0,00000;0,00000;0,52239;0,02985;0,05970;0,92537;0,01493;0,02985;0,83582;1,79105;0,11940;2,16418;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,64179;1,10448;0,10448;0,00000;0,00000;0,85075;0,04478;0,00000;0,00000;1;0,93399;0,30553;0,00101;0,00181;0,00021;0,61315;0,00145;0,00117;-0,00137;-6,63433;-3,05585;-6,86004;0,29851;0,00000;0,00000;0,00000;0,52239;0,02985;0,05970;0,92537;0,01493;0,02985;0,83582;1,79104;0,11940;2,16418;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,64179;1,10448;0,10448;0,00000;0,00000;0,85075;0,04478;0,00000;0,00000;1;0;0;9771798
PP24;1;R;20121105T132000000;2;0;0;0;0;1;1,71E+16;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;1,71E+16;0;0;0;0;0;0;0;1;0;1;0,93409;0,81452;0,07291;0,01723;0,03945;0,00823;0,00004;0,00082;0,02005;-18,32258;-5,00735;-3,26842;0,00909;0,02273;0,00000;0,09545;0,02273;0,01364;0,01818;0,91818;0,02727;0,01818;0,00455;0,00909;0,00000;0,00000;0,08182;0,06818;0,05909;0,08182;0,07273;0,52273;0,00000;0,12727;0,00455;0,11818;0,05455;0,00909;0,00000;0,06818;0,00000;1;0,93409;0,81452;0,07291;0,01723;0,03945;0,00823;0,00004;0,00082;0,02005;-18,32258;-5,00735;-3,26842;0,00909;0,02273;0,00000;0,09545;0,02273;0,01364;0,01818;0,91818;0,02727;0,01818;0,00455;0,00909;0,00000;0,00000;0,08182;0,06818;0,05909;0,08182;0,07273;0,52273;0,00000;0,12727;0,00455;0,11818;0,05455;0,00909;0,00000;0,06818;0,00000;1;0;0;318131449
PP20;3;I;20121029T154200000;8;5;1;0;2;0;6,12E+15;93;68;25;0;10;0;13;3;2;0;8;5;1;0;2;0;6,12E+15;93;68;25;0;10;0;13;3;2;3;0,93412;0,88093;0,00403;0,02265;0,03059;0,07490;0,00321;0,00480;-0,04032;-7,38093;-4,80542;-1,47769;0,31933;0,24790;0,16387;0,18487;0,00420;0,06303;0,00000;0,71849;0,07983;0,01261;0,00000;0,00000;0,46639;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00840;0,00840;0,00000;0,11345;0,02941;0,00000;0,95798;0,38235;0,00000;1,00420;3;0,93412;0,88093;0,00403;0,02265;0,03059;0,07490;0,00320;0,00480;-0,04032;-7,38093;-4,80542;-1,47769;0,31933;0,24790;0,16387;0,18487;0,00420;0,06303;0,00000;0,71849;0,07983;0,01261;0,00000;0,00000;0,46639;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00840;0,00840;0,00000;0,11345;0,02941;0,00000;0,95798;0,38235;0,00000;1,00420;3;0;0;167430023
PP11;3;R;20121009T113000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0,93413;0,67573;0,00582;0,16206;0,00445;0,05441;0,00193;0,01506;-0,16194;-11,89223;10,49503;-9,57055;0,27027;0,05405;0,33784;0,41216;0,00000;0,40541;0,00676;0,31757;0,00676;0,56757;0,00000;0,11487;0,28378;0,11487;0,02703;0,00000;0,40541;0,05405;0,00000;0,04054;0,14865;1,02027;0,04054;0,00000;0,00000;0,81757;0,06081;0,08784;0,02703;3;0,93413;0,67573;0,00582;0,16206;0,00444;0,05441;0,00193;0,01506;-0,16194;-11,89223;10,49503;-9,57055;0,27027;0,05405;0,33784;0,41216;0,00000;0,40541;0,00676;0,31757;0,00676;0,56757;0,00000;0,11486;0,28378;0,11486;0,02703;0,00000;0,40541;0,05405;0,00000;0,04054;0,14865;1,02027;0,04054;0,00000;0,00000;0,81757;0,06081;0,08784;0,02703;3;0;0;112610841
PP15;2;T;20121015T104300000;20;8;0;0;4;4;1,28E+16;306;235;71;0;4;0;50;4;0;0;20;8;0;0;4;4;1,28E+16;306;235;71;0;4;0;50;4;0;2;0,93426;0,75778;0,00432;0,00299;0,00069;0,31203;0,00988;0,00031;0,00126;0,83404;-3,96746;1,51337;0,00418;0,02929;0,02929;0,00000;0,00000;0,00418;0,00000;0,92469;0,04184;0,00418;0,00000;0,00000;0,00000;3,76569;0,00000;0,00000;0,00000;0,00000;0,00000;0,08368;0,00000;0,00000;0,00000;0,04184;0,00000;0,00418;0,00000;0,00000;0,09205;2;0,93426;0,75778;0,00432;0,00299;0,00069;0,31203;0,00988;0,00031;0,00126;0,83404;-3,96745;1,51337;0,00418;0,02929;0,02929;0,00000;0,00000;0,00418;0,00000;0,92469;0,04184;0,00418;0,00000;0,00000;0,00000;3,76569;0,00000;0,00000;0,00000;0,00000;0,00000;0,08368;0,00000;0,00000;0,00000;0,04184;0,00000;0,00418;0,00000;0,00000;0,09205;2;0;0;296284444
PP9;3;I;20121004T164200000;30;20;0;0;8;1;1,83E+16;52;31;21;1;3;0;7;4;4;3;30;20;0;0;8;1;1,83E+16;52;31;21;1;3;0;7;4;4;3;0,93429;0,93478;0,00552;0,01046;0,10616;0,00811;0,00022;0,00790;-0,11018;-14,77590;-4,51161;3,09367;0,06329;0,01266;0,00844;0,00000;0,79747;0,00000;0,04219;0,87342;0,05063;0,00844;0,08017;0,08439;0,00000;0,00000;0,00000;0,00000;0,00000;0,03376;0,01688;0,05907;0,29958;0,03798;0,00000;0,37975;0,01688;0,13502;0,00000;0,00000;0,02954;3;0,93429;0,93478;0,00552;0,01046;0,10616;0,00811;0,00022;0,00790;-0,11018;-14,77590;-4,51161;3,09367;0,06329;0,01266;0,00844;0,00000;0,79747;0,00000;0,04219;0,87342;0,05063;0,00844;0,08017;0,08439;0,00000;0,00000;0,00000;0,00000;0,00000;0,03376;0,01688;0,05907;0,29958;0,03797;0,00000;0,37975;0,01688;0,13502;0,00000;0,00000;0,02954;3;0;0;950015969
PP24;3;I;20121105T154900000;2;2;0;0;0;0;9,34E+15;155;117;38;0;7;0;24;0;0;0;2;2;0;0;0;0;9,34E+15;155;117;38;0;7;0;24;0;0;3;0,93435;0,86329;0,03186;0,00640;0,08650;0,14175;0,00006;0,00071;-0,05541;-7,57424;-5,42347;-8,53009;0,76098;0,16098;0,09756;0,16585;0,01463;0,01463;0,00000;0,83415;0,00976;0,02439;0,00000;0,00000;0,02439;0,00000;0,00000;0,00488;0,08780;0,00000;0,02439;0,55610;0,00000;0,00488;0,00488;0,00488;0,12195;1,92195;0,23902;0,03415;0,18537;3;0,93435;0,86329;0,03186;0,00640;0,08650;0,14175;0,00006;0,00071;-0,05541;-7,57424;-5,42347;-8,53009;0,76098;0,16098;0,09756;0,16585;0,01463;0,01463;0,00000;0,83415;0,00976;0,02439;0,00000;0,00000;0,02439;0,00000;0,00000;0,00488;0,08780;0,00000;0,02439;0,55610;0,00000;0,00488;0,00488;0,00488;0,12195;1,92195;0,23902;0,03415;0,18537;3;0;0;0
PP3;3;I;20120924T153300000;1;0;0;0;0;0;1,00E+16;61;36;25;0;12;0;9;0;0;3;1;0;0;0;0;0;1,00E+16;61;36;25;0;12;0;9;0;0;3;0,93436;0,35108;0,00849;0,00768;0,00023;0,72113;0,00142;0,00021;0,00080;-0,29015;-5,46758;-3,82193;0,42917;0,18750;0,21667;0,00000;0,52500;0,00000;0,39167;0,95417;0,02083;0,00000;3,18333;2,40417;0,00000;3,07500;0,00000;0,00000;0,00000;0,00000;0,00000;0,01250;0,00833;0,00000;0,00000;0,25833;0,00417;1,11667;0,00000;0,00000;0,62917;3;0,93436;0,35108;0,00849;0,00768;0,00023;0,72113;0,00142;0,00021;0,00080;-0,29015;-5,46758;-3,82193;0,42917;0,18750;0,21667;0,00000;0,52500;0,00000;0,39167;0,95417;0,02083;0,00000;3,18333;2,40417;0,00000;3,07500;0,00000;0,00000;0,00000;0,00000;0,00000;0,01250;0,00833;0,00000;0,00000;0,25833;0,00417;1,11667;0,00000;0,00000;0,62917;3;0;0;131921308
PP11;3;R;20121009T112900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0,93439;0,80707;0,01518;0,09352;0,00663;0,02009;0,00051;0,00413;-0,08086;-13,14075;8,42651;-10,63353;0,12060;0,03015;0,09548;0,11055;0,00000;0,13065;0,00000;0,31156;0,00000;0,59799;0,00000;0,02513;0,10050;0,00000;0,00000;0,02010;0,11055;0,02010;0,00000;0,02010;0,02010;0,64322;0,02513;0,00000;0,00000;0,18593;0,01005;0,07035;0,08543;3;0,93439;0,80707;0,01518;0,09352;0,00663;0,02009;0,00051;0,00413;-0,08086;-13,14075;8,42651;-10,63353;0,12060;0,03015;0,09548;0,11055;0,00000;0,13065;0,00000;0,31156;0,00000;0,59799;0,00000;0,02513;0,10050;0,00000;0,00000;0,02010;0,11055;0,02010;0,00000;0,02010;0,02010;0,64322;0,02513;0,00000;0,00000;0,18593;0,01005;0,07035;0,08543;3;0;0;111634588
